avg_running_balance_past30d,bank_risk,rb_at_deposit,past30d_returned_ach,card_txn_count_past30d,returned_past30d_avg_ach_amount,stddev_running_balance_past30d,ach_c_avg_past30d,od_count_past30d,ach_c_count_past10by30d,amount,ach_c_median_past30d,card_txn_avg_past30d,past30d_avg_ach_amount,debit_txn_count_past10by30d,ach_c_std_past30d,card_txn_median_past10by30d,card_txn_median_past30d,ach_c_median_past10by30d,debit_by_credit_past_30d,rejected_past30d_avg_ach_amount,ein_ssn
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,1,0.0,0,0,0.0,0.0,0.0,0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0
935.8493333333333,1,532.83,0,15,0.0,483.9002961635036,91.66666666666667,0,0.0,1100.0,825.0,27.825555555555557,825.0,0.133333,388.90872965260115,1.654062751407884,24.86,,5.0,0.0,1.0
609.0796666666666,1,277.1,0,13,0.0,294.2807996300804,102.94117647058823,0,0.5,550.0,875.0,24.876470588235296,875.0,0.866667,0.0,1.0,19.0,1.0,7.5,0.0,1.0
741.8963333333334,1,637.34,0,5,0.0,359.07834629192996,0.0,0,0.0,100.0,0.0,7.38,0.0,0.0,0.0,,10.62,,6.0,0.0,1.0
7.5,1,15.0,0,0,0.0,8.215838362577491,15.0,0,1.0,350.0,15.0,0.0,15.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0
887.806,1,32.06,0,5,0.0,425.9695999967359,73.33333333333333,0,0.0,743.0,1100.0,14.018666666666666,1100.0,0.4,0.0,0.24407114624505932,20.24,,2.0,0.0,1.0
0.0,1,0.0,0,0,0.0,0.0,0.0,0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,1,0.0,0,0,0.0,0.0,0.0,0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
