0,317.2478571428572,1,112.01,0.0,7,0.0,186.21539472749419,62.04911764705883,0.0,0.75,1.68,101.13499999999999,11.906176470588235,0.0,0.727273,250.25048721988114,1.0530721580445337,59.73,0.4751075295397241,1.833333,0.0,0.0
0,3869.8313333333335,1,2821.35,0.0,10,0.0,1767.9475746395933,425.0,0.0,0.125,1250.0,1250.0,11.659545454545453,1157.142857142857,0.428571,229.80970388562795,1.1713353798925557,26.06,0.48,1.75,0.0,0.0
0,718.6566666666666,1,1059.51,0.0,10,0.0,272.5121795358921,65.25052631578949,0.0,0.4,40.0,171.38,22.667368421052632,331.6666666666667,0.0,176.90375722409055,,26.585,1.5502975843155562,1.375,0.0,0.0
0,1218.6709999999998,1,957.61,0.0,1,0.0,413.2420365200539,86.606,0.0,0.25,500.0,291.08500000000004,10.0,675.0,0.375,127.88672888536954,1.0,150.0,1.7177113214353195,1.142857,850.0,0.0
0,271.718,1,12.04,0.0,3,0.0,99.28048029837413,58.333333333333336,0.0,1.0,500.0,350.0,25.695000000000004,350.0,0.8,,0.5125396825396825,63.0,1.0,5.0,0.0,0.0
0,,2,,0.0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,0.0
0,217.16666666666666,1,325.0,0.0,6,0.0,66.28937780063562,22.752727272727274,0.0,1.0,250.0,0.15,15.0,250.0,0.142857,144.25673860632415,,3.0,1.0,1.75,0.0,0.0
0,242.36666666666667,0,110.68,0.0,2,0.0,97.58687988882924,50.0,0.0,0.5,300.0,150.0,21.5,200.0,0.75,70.71067811865476,1.550387596899225,64.5,1.3333333333333333,2.0,0.0,0.0
0,8.026666666666667,2,4.16,0.0,4,0.0,29.010324004577658,32.0,0.0,1.0,10.0,160.0,33.566,160.0,0.5,,14.13345356176736,5.545,1.0,4.0,0.0,1.0
0,1.9666666666666666,1,1.0,0.0,1,0.0,5.294651389216606,0.0,0.0,,58.0,,29.0,0.0,,,,29.0,,0.0,0.0,0.0
0,1925.761,1,1998.25,0.0,2,0.0,338.61124877286284,215.76857142857145,0.0,0.166667,300.0,259.71,49.1,956.6666666666666,0.333333,593.8678985431018,0.2298516147803317,343.7,0.5753340264140773,0.75,0.0,0.0
0,101.464,0,131.83,0.0,21,0.0,164.3145777443692,116.38025641025641,4.0,0.5,100.0,648.375,47.17897435897436,0.0,0.333333,655.7121654938749,0.6858513189448441,16.68,2.0100559090032775,5.5,0.0,0.0
0,51.91,1,51.91,0.0,0,0.0,0.0,,0.0,,50.0,,,0.0,,,,,,0.0,0.0,0.0
0,267.0,1,290.0,0.0,0,0.0,23.657032197927812,25.0,0.0,,50.0,50.0,0.0,0.0,,,,,,0.0,0.0,0.0
0,11.473333333333333,1,253.14,0.0,0,0.0,45.64354645876384,250.0,0.0,1.0,250.0,250.0,0.0,250.0,0.0,,,,1.0,0.0,0.0,0.0
0,1688.3333333333333,1,9025.0,0.0,0,0.0,2350.703611956294,927.0833333333334,0.0,0.9,1250.0,1250.0,0.0,1125.0,1.0,358.86588333557455,,,1.0,0.2,1250.0,0.0
0,1250.0,1,1250.0,0.0,0,0.0,,1250.0,0.0,1.0,1250.0,1250.0,0.0,1250.0,0.0,,,,1.0,0.0,0.0,1.0
0,,0,,0.0,0,0.0,,,,,20.0,,,0.0,,,,,,0.0,0.0,0.0
0,1052.95,1,2722.95,0.0,0,0.0,1302.5571666586432,233.33333333333334,0.0,,300.0,700.0,0.0,1066.6666666666667,,,,,,2.0,0.0,0.0
1,-142.09333333333333,0,-185.19,0.0,0,0.0,79.45481250298849,0.0,30.0,,10.0,,0.0,0.0,,,,,,0.0,0.0,1.0
0,11060.440666666667,2,16544.25,0.0,18,0.0,5332.347485499868,216.7784090909091,0.0,0.272727,1250.0,988.0,40.96568181818182,806.2727272727273,0.578947,414.32024696538133,1.1460781634326318,36.59,1.0,0.76,103.0,0.0
0,1657.075,1,163.95,0.0,0,0.0,1244.0582814093168,133.33333333333334,0.0,1.0,250.0,250.0,0.0,250.0,0.428571,0.0,,,1.0,0.875,0.0,0.0
0,591.9126666666667,1,388.3,0.0,4,0.0,153.1496178507019,0.0,0.0,0.0,1000.0,,103.15,0.0,0.25,,1.636043292222502,99.32499999999999,,0.0,0.0,0.0
0,1698.6973333333333,3,897.06,0.0,0,0.0,151.40512082929345,0.0,0.0,0.0,1250.0,,0.0,0.0,1.0,,,,,0.0,0.0,0.0
