avg_running_balance_past30d,bank_risk,rb_at_deposit,completed_past30d_vs_current_amount_score,past30d_returned_ach,card_txn_count_past30d,returned_past30d_avg_ach_amount,stddev_running_balance_past30d,ach_c_avg_past30d,od_count_past30d,ach_c_count_past10by30d,amount,ach_c_median_past30d,card_txn_avg_past30d,past30d_avg_ach_amount,debit_txn_count_past10by30d,ach_c_std_past30d,card_txn_median_past10by30d,card_txn_median_past30d,ach_c_median_past10by30d,debit_by_credit_past_30d,rejected_past30d_avg_ach_amount,ein_ssn
0.0,3,0.0,,0,0,0.0,0.0,0.26,0.0,1.0,1250.0,0.39,0.0,0.0,1.0,0.1131370849898475,,,1.0,0.5,0.0,0.0
174.99181818181816,1,80.74,4.975124378109452,0,1,0.0,99.7005424179907,80.0,0.0,0.0,1000.0,200.0,39.492,200.0,0.333333,0.0,1.0,197.46,,1.5,0.0,0.0
797.0476000000001,1,1005.76,0.6657789613848203,0,10,0.0,265.5057823017545,140.730625,0.0,0.4,500.0,500.0,77.765,750.0,0.545454,511.9765273135087,0.4809470958194599,27.03,0.0016899999999999,2.2,0.0,0.0
,1,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
210.98388888888888,2,488.81,1.6,0,2,0.0,117.42202329450453,45.38461538461539,0.0,0.375,128.0,55.0,3.746153846153846,80.9090909090909,1.0,60.63650479938397,1.0,24.35,1.0909090909090908,0.625,100.0,0.0
,0,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,10.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
543.4842857142858,1,902.82,1.996007984031936,0,2,0.0,204.2439172510797,125.20181818181818,0.0,0.833333,1000.0,150.87,82.67727272727274,500.0,1.0,206.1956214536736,1.0,454.725,0.834493272353682,0.375,0.0,0.0
5272.911363636364,1,15164.69,2.4950099800399204,5,4,900.0,4468.898735217816,359.62723404255325,0.0,0.541666,1250.0,450.0,4.9491489361702135,833.3333333333334,0.40909,1144.003100862322,0.8000640051204096,62.495,1.1111111111111112,0.88,0.0,0.0
,1,,,0,0,0.0,,,,,10.0,,,0.0,,,,,,0.0,0.0,0.0
245.35590909090908,1,326.22,4.528985507246377,0,6,0.0,164.3943200461011,68.75,0.0,0.0,1250.0,275.0,27.9725,275.0,0.833333,247.48737341529164,0.7898634194503866,30.385,,3.0,0.0,0.0
,0,,,0,0,0.0,,,,,200.0,,,0.0,,,,,,0.0,0.0,0.0
